time,mag,place
2020-10-01T00:36:51.710Z,3.02,"4km ENE of Westmorland, CA"
2020-10-01T00:36:30.510Z,3.46,"3km E of Westmorland, CA"
2020-10-01T00:36:15.970Z,2.94,"4km E of Westmorland, CA"
2020-10-01T00:35:43.950Z,2.97,"4km ENE of Westmorland, CA"
2020-10-01T00:34:00.750Z,3.7,"2km ESE of Westmorland, CA"
2020-10-01T00:33:48.650Z,3.9,"3km ENE of Westmorland, CA"
2020-10-01T00:31:27.340Z,4.93,"4km NE of Westmorland, CA"
2020-10-01T00:28:11.240Z,2.59,"3km ENE of Westmorland, CA"
2020-09-30T23:58:02.300Z,3.69,"4km ENE of Westmorland, CA"
2020-09-30T23:57:07.490Z,2.66,"3km ENE of Westmorland, CA"
2020-09-30T23:46:50.700Z,2.51,"4km ENE of Westmorland, CA"
2020-09-30T23:45:03.310Z,2.92,"3km ENE of Westmorland, CA"
2020-09-30T23:39:39.910Z,2.8,"5km E of Westmorland, CA"
2020-09-30T23:39:07.980Z,2.51,"5km ENE of Westmorland, CA"
2020-09-30T23:38:06.380Z,3.22,"3km E of Westmorland, CA"
2020-09-30T23:35:19.330Z,2.58,"4km E of Westmorland, CA"
2020-09-30T23:34:45.070Z,2.92,"4km ENE of Westmorland, CA"
2020-09-30T23:34:26.010Z,3.09,"3km NE of Westmorland, CA"
2020-09-30T23:34:18.140Z,2.98,"3km NE of Westmorland, CA"
2020-09-30T23:34:08.200Z,2.88,"3km ENE of Westmorland, CA"
2020-09-30T23:33:34.050Z,3.37,"3km ENE of Westmorland, CA"
2020-09-30T23:31:51.790Z,4.35,"3km NE of Westmorland, CA"
2020-09-30T23:31:11.260Z,2.88,"3km ENE of Westmorland, CA"
2020-09-30T23:30:43.720Z,2.82,"3km E of Westmorland, CA"
2020-09-30T23:21:09.080Z,2.65,"2km ENE of Westmorland, CA"
2020-09-30T23:20:16.370Z,2.51,"3km ENE of Westmorland, CA"
2020-09-30T23:19:48.390Z,3.02,"3km ENE of Westmorland, CA"
2020-09-30T23:15:30.950Z,3.53,"3km ENE of Westmorland, CA"
2020-09-30T23:15:24.530Z,2.84,"3km ENE of Westmorland, CA"
2020-09-30T23:14:44.590Z,2.8,"7 km NW of Circleville, Utah"
2020-09-30T23:14:21.800Z,2.92,"4km NNW of Brawley, CA"
2020-09-30T23:13:52.840Z,2.6,"3km E of Westmorland, CA"
2020-09-30T23:13:37.480Z,2.9,"4km E of Westmorland, CA"
2020-09-30T23:12:46.590Z,2.86,"3km ENE of Westmorland, CA"
2020-09-30T23:08:25.660Z,3.12,"3km ENE of Westmorland, CA"
2020-09-30T23:06:02.610Z,3.65,"3km ENE of Westmorland, CA"
2020-09-30T23:05:39.930Z,2.67,"3km E of Westmorland, CA"
2020-09-30T23:00:28.430Z,3,"3km ENE of Westmorland, CA"
2020-09-30T20:08:54.800Z,2.51,"35km WSW of Stovepipe Wells, CA"
2020-09-30T12:51:39.760Z,2.65,"4km ESE of Berkeley, CA"
2020-09-30T10:10:49.719Z,2.7,"34 km SE of Mina, Nevada"
2020-09-30T09:45:46.299Z,2.53,"5 km WNW of Lucien, Oklahoma"
2020-09-30T08:38:37.740Z,2.62,"10km NNE of Milpitas, CA"
2020-09-30T07:26:00.850Z,2.7,"10 km W of Lamont, Oklahoma"
2020-09-30T01:41:50.098Z,2.8,"29 km SSE of Mina, Nevada"
2020-09-29T16:02:30.880Z,3.26,"10km NE of Milpitas, CA"
2020-09-29T15:36:09.460Z,2.9,"10km NE of Milpitas, CA"
2020-09-29T15:16:27.310Z,2.71,"10km NE of Milpitas, CA"
2020-09-29T11:36:11.888Z,3.9,"36 km SE of Mina, Nevada"
2020-09-29T08:55:22.160Z,2.71,"22 km SSW of Centennial Park, Arizona"
2020-09-29T06:39:15.550Z,2.65,"7km NNW of Pinnacles, CA"
2020-09-29T05:40:03.185Z,2.6,"37 km NNW of Stanley, Idaho"
2020-09-29T05:38:06.483Z,2.7,"36 km NNW of Stanley, Idaho"
2020-09-29T02:22:20.750Z,3.23,"10km S of Tres Pinos, CA"
2020-09-29T01:51:38.625Z,2.8,Nevada
2020-09-28T12:27:55.370Z,2.53,"4km ESE of Aromas, CA"
2020-09-28T05:16:36.610Z,3.48,"10km NE of Milpitas, CA"
2020-09-28T03:57:16.430Z,2.5,"59 km S of Whites City, New Mexico"
2020-09-28T03:39:13.460Z,2.89,"10km SSW of Primo Tapia, B.C., MX"
2020-09-27T22:54:06.510Z,3.42,"10km NE of Milpitas, CA"
2020-09-27T11:57:00.530Z,2.61,"1km NNW of Loma Linda, CA"
2020-09-27T05:38:45.791Z,3,"5 km S of Sawmill, Arizona"
2020-09-27T02:20:00.310Z,2.92,"13 km ESE of Dover, Oklahoma"
2020-09-26T22:19:21.510Z,2.52,"8km NNW of Rancho Cucamonga, CA"
2020-09-26T19:12:53.490Z,2.99,"87km ESE of Maneadero, B.C., MX"
2020-09-26T10:32:10.205Z,2.9,"27 km NW of Stanley, Idaho"
2020-09-26T03:41:14.116Z,3.3,"29 km SSE of Mina, Nevada"
2020-09-25T22:38:52.140Z,2.59,"28 km SSW of Jensen, Utah"
2020-09-25T20:28:17.953Z,2.6,"8 km WNW of Smiths Ferry, Idaho"
2020-09-25T17:10:11.370Z,3.65,"10km E of Desert Hot Springs, CA"
2020-09-25T17:07:48.830Z,3.02,"10km E of Desert Hot Springs, CA"
2020-09-25T16:10:50.095Z,3.1,western Texas
2020-09-25T16:09:23.468Z,2.9,"56 km S of Whites City, New Mexico"
2020-09-25T07:46:03.592Z,2.9,"57 km S of Whites City, New Mexico"
2020-09-25T03:22:10.897Z,2.6,"33 km SE of Mina, Nevada"
2020-09-25T00:29:25.041Z,2.6,"2 km NNW of Mullan, Idaho"
2020-09-24T23:14:13.822Z,3.4,"58 km S of Whites City, New Mexico"
2020-09-24T23:06:42.138Z,4.6,"73 km ENE of Mulegé, Mexico"
2020-09-24T23:01:30.369Z,5.3,"64 km ENE of Mulegé, Mexico"
2020-09-24T22:19:59.605Z,2.9,"54 km S of Whites City, New Mexico"
2020-09-24T17:23:18.130Z,2.52,"22km ESE of Little Lake, CA"
2020-09-24T17:10:13.224Z,2.6,"51 km W of Mentone, Texas"
2020-09-24T14:42:27.270Z,2.83,"1km NW of The Geysers, CA"
2020-09-24T12:00:24.002Z,2.6,"10 km ESE of Lincoln, Montana"
2020-09-24T10:11:15.970Z,2.8,"4km NNW of The Geysers, CA"
2020-09-23T22:49:52.300Z,2.82,"84km ESE of Maneadero, B.C., MX"
2020-09-23T14:17:44.690Z,3.2,"15km SSW of Searles Valley, CA"
2020-09-23T14:08:05.673Z,2.9,"28 km SSE of Mina, Nevada"
2020-09-23T12:24:27.850Z,3.2,"11km NW of Rancho Cucamonga, CA"
2020-09-23T08:23:56.927Z,2.6,"32 km SE of Mina, Nevada"
2020-09-23T06:04:39.927Z,2.5,"15 km NW of Midland, Texas"
2020-09-22T19:43:42.615Z,3.6,"31 km SE of Mina, Nevada"
2020-09-22T18:13:30.341Z,3.6,"15 km ENE of Wright, Wyoming"
2020-09-22T11:20:52.000Z,3.05,"85km ESE of Maneadero, B.C., MX"
2020-09-22T06:50:20.918Z,2.7,"49 km NW of Toyah, Texas"
2020-09-22T06:15:23.729Z,2.5,"38 km SE of Mina, Nevada"
2020-09-22T01:14:55.210Z,2.99,"5km E of Mammoth Lakes, CA"
2020-09-22T01:13:40.720Z,2.64,"5km E of Mammoth Lakes, CA"
2020-09-22T00:30:07.510Z,2.57,"3 km ESE of Marston, Missouri"
2020-09-21T18:31:58.800Z,2.84,"8km NNW of Round Valley, CA"
2020-09-21T13:20:38.360Z,3.28,"11km WNW of Lake Elsinore, CA"
2020-09-21T10:10:19.091Z,2.7,"36 km SE of Mina, Nevada"
2020-09-21T04:56:21.946Z,3.3,"26 km S of Mina, Nevada"
2020-09-21T04:53:54.720Z,2.69,"24km ENE of San Ardo, CA"
2020-09-21T01:47:15.199Z,2.7,southern Idaho
2020-09-20T22:07:01.570Z,2.78,"7 km NE of Lake Aluma, Oklahoma"
2020-09-20T18:23:23.871Z,2.5,"29 km SE of Mina, Nevada"
2020-09-20T17:31:02.325Z,3.6,"57 km ENE of San Vicente, Mexico"
2020-09-20T10:54:54.000Z,3.4,"4 km SE of Marshall, Oklahoma"
2020-09-20T09:59:58.336Z,2.5,"31 km NW of Stanley, Idaho"
2020-09-20T03:56:36.810Z,2.66,"7 km E of North Logan, Utah"
2020-09-20T02:51:09.680Z,2.84,"19km SSW of Ludlow, CA"
2020-09-20T02:23:50.860Z,2.55,"20 km WNW of Levan, Utah"
2020-09-19T21:42:56.493Z,3,"14 km WNW of Stanley, Idaho"
2020-09-19T20:55:23.309Z,3,"12 km WNW of Stanley, Idaho"
2020-09-19T19:07:51.840Z,2.5,Utah
2020-09-19T16:50:42.134Z,2.5,"14 km W of Stanley, Idaho"
2020-09-19T11:38:24.360Z,2.56,"22km NNW of Borrego Springs, CA"
2020-09-19T11:22:40.975Z,2.5,"17 km SW of Stanley, Idaho"
2020-09-19T06:38:46.930Z,4.54,"3km WSW of South El Monte, CA"
2020-09-19T00:41:01.068Z,2.5,"53 km ENE of San Vicente, Mexico"
2020-09-18T23:05:24.144Z,3.3,"33 km SE of Mina, Nevada"
2020-09-18T22:39:27.602Z,2.5,"29 km SSE of Mina, Nevada"
2020-09-18T21:48:27.441Z,3.8,"50 km W of Mentone, Texas"
2020-09-18T14:00:00.688Z,3.3,"34 km SE of Mina, Nevada"
2020-09-18T07:02:14.987Z,3.1,"20 km WNW of Stanley, Idaho"
2020-09-17T23:29:29.550Z,2.53,"18km N of Olancha, CA"
2020-09-17T20:57:23.230Z,2.52,"17km N of Olancha, CA"
2020-09-17T18:36:25.310Z,2.89,"2km NE of The Geysers, CA"
2020-09-17T17:17:05.029Z,2.5,"30 km SE of Mina, Nevada"
2020-09-17T15:20:07.330Z,3.07,"18km SSE of Lone Pine, CA"
2020-09-17T08:21:08.360Z,2.84,"16km SSE of Tres Pinos, CA"
2020-09-17T08:15:32.270Z,2.66,"16km SSE of Tres Pinos, CA"
2020-09-17T06:25:03.270Z,2.62,"12km NW of Covelo, CA"
2020-09-17T03:49:22.586Z,3,"11 km NNW of Midland, Texas"
2020-09-17T01:39:19.590Z,2.95,"21km NNW of Boonville, CA"
2020-09-16T15:26:40.890Z,3.41,"29 km E of La Sal, Utah"
2020-09-16T13:25:51.420Z,2.68,"12km WNW of Covelo, CA"
2020-09-16T09:27:34.219Z,2.97,"6 km NW of Ames, Oklahoma"
2020-09-16T03:49:26.250Z,2.8,"28 km SSE of Mina, Nevada"
2020-09-15T16:33:36.485Z,4.2,"28 km SSE of Mina, Nevada"
2020-09-15T15:09:21.480Z,2.91,"12km SW of Morongo Valley, CA"
2020-09-15T14:16:56.583Z,2.5,"15 km SW of Stanley, Idaho"
2020-09-15T10:50:12.440Z,2.98,"40km W of El Sauzal, B.C., MX"
2020-09-15T07:33:35.070Z,2.75,"13 km S of Snowville, Utah"
2020-09-15T02:52:15.048Z,3.1,"50 km S of Whites City, New Mexico"
2020-09-15T02:32:31.560Z,2.69,"11 km SW of Index, Washington"
2020-09-15T00:22:39.300Z,2.69,"1km NW of Redlands, CA"
2020-09-14T23:03:09.130Z,2.73,"35km E of Maneadero, B.C., MX"
2020-09-14T22:40:48.419Z,2.8,"50 km S of Whites City, New Mexico"
2020-09-14T17:54:37.456Z,2.7,"24 km WNW of Stanley, Idaho"
2020-09-14T17:15:37.143Z,3.2,"25 km NW of Stanley, Idaho"
2020-09-14T15:36:59.690Z,3.06,"12km NW of Covelo, CA"
2020-09-14T14:43:10.355Z,2.6,"20 km WNW of Stanley, Idaho"
2020-09-14T14:15:16.720Z,3,"13km NW of Covelo, CA"
2020-09-14T14:14:42.357Z,3.2,"19 km ESE of Lindsay, Texas"
2020-09-14T14:06:31.911Z,2.6,"51 km W of Mentone, Texas"
2020-09-14T09:09:21.305Z,2.5,"28 km NW of Stanley, Idaho"
2020-09-14T06:05:13.153Z,2.5,"50 km W of Mentone, Texas"
2020-09-14T04:21:29.356Z,2.5,"63 km S of Spring Creek, Nevada"
2020-09-13T23:23:47.651Z,2.9,"10 km WNW of Stanley, Idaho"
2020-09-13T10:52:25.427Z,3.2,"27 km NW of Stanley, Idaho"
2020-09-13T09:16:57.110Z,2.96,"17km SE of Kettleman City, CA"
2020-09-12T20:28:55.457Z,2.6,"46 km SSE of Yellow Pine, Idaho"
2020-09-12T19:22:02.600Z,2.69,"18km SSE of Lone Pine, CA"
2020-09-12T14:12:52.790Z,2.77,"40 km ENE of Paisley, Oregon"
2020-09-12T08:05:58.490Z,2.78,"12km SW of Toms Place, CA"
2020-09-12T05:56:08.720Z,2.5,"27 km SSE of Mina, Nevada"
2020-09-12T03:42:21.200Z,3.06,"3 km NNE of Onalaska, Washington"
2020-09-11T20:49:03.528Z,3.2,"21 km WNW of Stanley, Idaho"
2020-09-11T12:23:38.700Z,2.5,"61 km SE of West Yellowstone, Montana"
2020-09-11T08:14:10.210Z,3.6,"17km N of Olancha, CA"
2020-09-11T08:11:05.310Z,3.32,"17km N of Olancha, CA"
2020-09-11T07:55:45.450Z,4.22,"18km SSE of Lone Pine, CA"
2020-09-10T18:33:51.740Z,2.62,"60 km SE of West Yellowstone, Montana"
2020-09-10T13:26:39.380Z,2.84,"63 km SE of West Yellowstone, Montana"
2020-09-10T12:50:06.820Z,2.68,"61 km SE of West Yellowstone, Montana"
2020-09-10T12:21:57.550Z,2.68,"61 km SE of West Yellowstone, Montana"
2020-09-10T12:09:31.800Z,2.8,"59 km SE of West Yellowstone, Montana"
2020-09-10T11:42:53.060Z,2.81,"61 km SE of West Yellowstone, Montana"
2020-09-10T11:40:22.540Z,2.56,"61 km SE of West Yellowstone, Montana"
2020-09-10T09:24:58.272Z,2.5,"47 km NW of Stanley, Idaho"
2020-09-10T04:00:57.620Z,2.63,"11km ESE of Willits, CA"
2020-09-10T03:29:25.594Z,3.1,"57 km S of Whites City, New Mexico"
2020-09-09T10:07:28.389Z,3.6,"31 km SE of Mina, Nevada"
2020-09-09T06:00:13.553Z,3.1,"3 km WSW of Marlboro, New Jersey"
2020-09-09T01:47:45.705Z,2.7,"29 km S of Mina, Nevada"
2020-09-08T21:50:27.666Z,2.6,"37 km NW of Stanley, Idaho"
2020-09-08T20:42:39.293Z,3,"31 km NNW of Stanley, Idaho"
2020-09-08T20:38:02.936Z,3.2,"32 km NW of Stanley, Idaho"
2020-09-08T20:24:29.178Z,4.4,"39 km NNW of Stanley, Idaho"
2020-09-08T20:23:48.681Z,4,"39 km NNW of Stanley, Idaho"
2020-09-08T16:32:46.707Z,2.9,"22 km WNW of Stanley, Idaho"
2020-09-08T12:35:17.384Z,3.5,"27 km SSE of Mina, Nevada"
2020-09-08T12:24:13.418Z,3.1,"25 km NW of Stanley, Idaho"
2020-09-08T09:34:39.570Z,2.7,"15km S of Searles Valley, CA"
2020-09-08T08:56:50.280Z,2.57,"4km SE of Larkfield-Wikiup, CA"
2020-09-08T07:24:02.000Z,2.98,"29km SE of Bodie, CA"
2020-09-08T06:47:44.454Z,2.5,"8 km SSW of Stanley, Idaho"
2020-09-08T03:33:16.937Z,2.8,"30 km SSE of Mina, Nevada"
2020-09-07T16:49:03.814Z,2.7,"59 km S of Whites City, New Mexico"
2020-09-07T03:57:43.120Z,2.58,"8km NW of Parkfield, CA"
2020-09-07T01:18:59.524Z,2.7,"48 km NW of Toyah, Texas"
2020-09-07T01:16:00.035Z,3,"49 km NW of Toyah, Texas"
2020-09-07T00:47:06.884Z,3.5,Nevada
2020-09-06T21:13:48.718Z,2.6,"54 km S of Whites City, New Mexico"
2020-09-06T18:43:57.660Z,3.21,"3km ESE of San Leandro, CA"
2020-09-06T18:36:03.240Z,2.56,"3km ESE of San Leandro, CA"
2020-09-06T13:13:28.096Z,2.7,"11 km WNW of Mackay, Idaho"
2020-09-06T12:04:12.121Z,2.8,"55 km S of Whites City, New Mexico"
2020-09-06T11:59:43.570Z,2.54,"21km NNE of Searles Valley, CA"
2020-09-06T11:08:14.710Z,3.43,"7 km SSE of Erin Springs, Oklahoma"
2020-09-06T08:45:52.360Z,2.7,"16 km S of Stonewall Gap, Colorado"
2020-09-06T01:48:36.530Z,3.9,"6km SSE of Santa Ynez, CA"
2020-09-05T16:23:58.356Z,2.9,"24 km NW of Stanley, Idaho"
2020-09-05T14:13:13.200Z,2.8,"47 km W of Mentone, Texas"
2020-09-05T08:48:49.559Z,2.8,"13 km WSW of Falls City, Texas"
2020-09-05T07:17:12.160Z,2.74,"2km SSE of Crockett, CA"
2020-09-05T03:14:58.250Z,3.04,"12km SSW of Searles Valley, CA"
2020-09-05T02:50:08.952Z,2.6,"12 km SW of Falls City, Texas"
2020-09-05T01:48:01.252Z,2.6,"8 km WSW of Falls City, Texas"
2020-09-04T21:14:07.510Z,2.52,"8 km S of Princeton, Canada"
2020-09-04T20:42:11.364Z,2.7,"51 km NW of Toyah, Texas"
2020-09-04T20:26:44.399Z,2.8,"32 km SE of Mina, Nevada"
2020-09-04T14:24:44.100Z,3.14,"18km SSE of Big Bear Lake, CA"
2020-09-04T13:26:58.136Z,2.9,"60 km S of Whites City, New Mexico"
2020-09-04T11:39:18.200Z,3,"16km SE of Lone Pine, CA"
2020-09-04T10:13:01.820Z,2.87,"6km NE of San Juan Bautista, CA"
2020-09-04T09:25:38.521Z,2.5,"15 km SW of Stanley, Idaho"
2020-09-04T06:19:09.300Z,2.72,"20km WNW of Petrolia, CA"
2020-09-04T02:58:33.370Z,2.76,"90km ESE of Maneadero, B.C., MX"
2020-09-03T17:36:24.140Z,2.64,"90km ESE of Maneadero, B.C., MX"
2020-09-03T16:05:18.251Z,2.5,"56 km S of Whites City, New Mexico"
2020-09-03T15:07:53.153Z,3.8,"1 km W of Pollard, Alabama"
2020-09-03T10:17:38.000Z,2.79,"88km ESE of Maneadero, B.C., MX"
2020-09-03T06:52:01.433Z,2.5,"12 km ESE of Lincoln, Montana"
2020-09-03T03:52:27.111Z,3,"48 km W of Mentone, Texas"
2020-09-03T02:11:46.252Z,3,"35 km NW of Stanley, Idaho"
2020-09-03T01:55:38.616Z,3.3,"30 km SE of Mina, Nevada"
2020-09-02T16:18:31.660Z,3.45,"16km E of Coso Junction, CA"
2020-09-02T14:13:18.582Z,2.8,"47 km W of Mentone, Texas"
2020-09-02T08:46:49.586Z,2.6,"29 km SSE of Mina, Nevada"
2020-09-02T07:05:39.544Z,3.1,"35 km SE of Mina, Nevada"
2020-09-02T07:03:51.336Z,2.5,"3 km NE of Cascade, Idaho"
2020-09-02T05:18:35.195Z,2.5,"47 km W of Mentone, Texas"
2020-09-02T04:52:49.510Z,3.1,"45 km W of Mentone, Texas"
2020-09-02T04:51:46.611Z,3.3,"47 km W of Mentone, Texas"
2020-09-01T20:32:31.328Z,2.9,"4 km NE of Cascade, Idaho"
2020-09-01T20:02:10.047Z,3.2,"35 km NW of Stanley, Idaho"
2020-09-01T16:56:23.593Z,2.5,"36 km SE of Mina, Nevada"
2020-09-01T09:08:48.644Z,2.8,"30 km SSW of Ten Sleep, Wyoming"
2020-09-01T08:51:26.458Z,2.8,"35 km SE of Mina, Nevada"
2020-09-01T07:41:34.388Z,3.7,"58 km ENE of San Vicente, Mexico"
2020-09-01T05:51:36.757Z,3.3,"31 km SE of Mina, Nevada"
2020-09-01T02:25:49.130Z,3.52,"45 km NNE of Denio, Nevada"
2020-09-01T01:39:34.960Z,2.87,"16km SW of Cantua Creek, CA"
2020-09-01T00:36:59.811Z,3.4,"29 km NE of Benton, California"
2020-09-01T00:30:52.227Z,3.5,"35 km SE of Mina, Nevada"
2020-08-31T23:09:24.403Z,3.1,"36 km SE of Mina, Nevada"
2020-08-31T22:25:10.325Z,2.8,"37 km NW of Stanley, Idaho"
2020-08-31T22:20:41.090Z,2.59,"12km N of Warner Springs, CA"
2020-08-31T15:39:41.229Z,2.91,"3 km SE of Meno, Oklahoma"
2020-08-31T15:18:24.660Z,3.5,"3 km SE of Meno, Oklahoma"
2020-08-31T14:32:30.900Z,2.57,"2 km NNW of Cane Beds, Arizona"
2020-08-31T14:28:00.880Z,2.71,"6 km ENE of Steele, Missouri"
2020-08-31T11:47:14.436Z,2.7,"35 km SE of Mina, Nevada"
2020-08-31T04:23:46.127Z,2.8,"57 km NW of Toyah, Texas"
2020-08-31T01:46:36.430Z,2.82,"90km ESE of Maneadero, B.C., MX"
2020-08-31T01:23:25.080Z,2.86,"90km ESE of Maneadero, B.C., MX"
2020-08-30T19:43:06.190Z,2.91,"5km NW of Glen Avon, CA"
2020-08-30T19:14:51.370Z,2.77,"12km WNW of Calipatria, CA"
2020-08-30T08:44:20.086Z,2.7,"29 km SSE of Mina, Nevada"
2020-08-30T02:34:42.510Z,3.6,"3 km WNW of Marked Tree, Arkansas"
2020-08-30T00:47:32.659Z,2.6,"13 km SW of Stanley, Idaho"
2020-08-29T22:41:11.183Z,2.7,"35 km SE of Mina, Nevada"
2020-08-29T22:14:16.770Z,2.56,"12 km NW of Nesika Beach, Oregon"
2020-08-29T18:17:34.178Z,3.3,"28 km SSE of Mina, Nevada"
2020-08-29T16:04:41.479Z,2.9,"24 km NW of Stanley, Idaho"
2020-08-29T10:31:11.318Z,2.7,"55 km ENE of San Vicente, Mexico"
2020-08-29T08:06:06.410Z,2.93,"16km E of Coso Junction, CA"
2020-08-28T22:15:20.430Z,2.59,"89km ESE of Maneadero, B.C., MX"
2020-08-28T11:26:03.310Z,3.65,"10km W of Progreso, B.C., MX"
2020-08-28T10:18:51.070Z,2.6,"33 km SE of Mina, Nevada"
2020-08-28T09:28:04.384Z,2.5,southern Idaho
2020-08-28T07:05:06.666Z,2.5,"43 km NNW of Stanley, Idaho"
2020-08-28T02:39:00.882Z,2.5,"45 km NW of Stanley, Idaho"
2020-08-28T00:30:30.333Z,3,"28 km S of Mina, Nevada"
2020-08-27T15:04:06.490Z,3.16,"22km WNW of Searles Valley, CA"
2020-08-27T11:56:07.733Z,2.6,"29 km SSE of Mina, Nevada"
2020-08-27T11:46:13.850Z,3.31,"12 km NNE of Granger, Wyoming"
2020-08-27T09:35:55.897Z,2.7,"58 km ENE of San Vicente, Mexico"
2020-08-27T08:48:31.810Z,3.52,"10km NNW of Redwood Valley, CA"
2020-08-27T08:25:20.480Z,2.96,"90km ESE of Maneadero, B.C., MX"
2020-08-27T07:17:38.800Z,2.59,"11km NNW of Redwood Valley, CA"
2020-08-27T04:39:09.400Z,2.55,"2km ENE of Aromas, CA"
2020-08-26T20:40:58.820Z,2.52,"2km SSW of Encinitas, CA"
2020-08-26T20:37:46.739Z,2.5,"53 km ENE of San Vicente, Mexico"
2020-08-26T16:42:24.330Z,3.19,"90km ESE of Maneadero, B.C., MX"
2020-08-26T12:49:23.720Z,2.59,"10km WNW of Ventura, CA"
2020-08-25T17:45:05.139Z,2.69,"7 km N of Nardin, Oklahoma"
2020-08-25T13:53:42.038Z,2.5,"8 km SW of Falls City, Texas"
2020-08-25T12:00:46.550Z,2.71,"4km WNW of Petrolia, CA"
2020-08-25T11:45:23.877Z,2.5,"31 km SW of Coyanosa, Texas"
2020-08-25T09:41:56.979Z,2.7,"22 km NW of Stanley, Idaho"
2020-08-25T08:08:29.473Z,2.6,"9 km N of Platte, South Dakota"
2020-08-25T05:58:38.420Z,2.78,"58km W of Petrolia, CA"
2020-08-25T04:22:21.917Z,2.5,"50 km ENE of San Vicente, Mexico"
2020-08-25T03:22:11.780Z,2.9,"7 km SSW of O'Kean, Arkansas"
2020-08-24T22:47:42.161Z,2.8,"28 km SSE of Mina, Nevada"
2020-08-24T22:28:58.540Z,2.9,"29 km SSE of Mina, Nevada"
2020-08-24T20:09:36.139Z,2.6,"29 km SSE of Mina, Nevada"
2020-08-24T15:30:19.533Z,3.4,"8 km WNW of Stanley, Idaho"
2020-08-24T09:23:23.370Z,2.74,"7km ESE of Huron, CA"
2020-08-24T09:21:26.334Z,3,"33 km SE of Mina, Nevada"
2020-08-24T02:28:42.270Z,2.9,"43 km NW of Stanley, Idaho"
2020-08-23T23:05:38.510Z,3.7,"57 km ENE of San Vicente, Mexico"
2020-08-23T21:24:46.820Z,3.3,"53 km ENE of San Vicente, Mexico"
2020-08-23T21:09:08.860Z,2.64,"45km W of Petrolia, CA"
2020-08-23T18:49:37.682Z,2.6,"29 km SSE of Mina, Nevada"
2020-08-23T16:07:15.472Z,3.2,"24 km SSE of Meadow Lark Lake, Wyoming"
2020-08-23T15:23:47.036Z,2.6,"57 km ENE of San Vicente, Mexico"
2020-08-23T13:40:15.772Z,2.8,"55 km S of Whites City, New Mexico"
2020-08-23T11:01:10.710Z,3.2,"31 km SE of Mina, Nevada"
2020-08-23T06:52:29.169Z,3.3,"37 km NW of Stanley, Idaho"
2020-08-23T06:45:45.750Z,2.52,"90km ESE of Maneadero, B.C., MX"
2020-08-22T20:37:11.723Z,3.2,"55 km ENE of San Vicente, Mexico"
2020-08-22T14:30:10.220Z,2.83,"20km ESE of Little Lake, CA"
2020-08-22T14:18:47.409Z,2.6,"9 km WSW of Falls City, Texas"
2020-08-22T12:41:03.258Z,2.5,"34 km SE of Mina, Nevada"
2020-08-22T11:31:15.915Z,2.7,"55 km ENE of San Vicente, Mexico"
2020-08-22T06:19:15.260Z,2.64,"4km SSW of Westminster, CA"
2020-08-22T05:25:59.971Z,2.8,"80 km ENE of Tonopah, Nevada"
2020-08-22T03:06:43.697Z,2.6,"56 km S of Whites City, New Mexico"
2020-08-21T23:18:40.709Z,2.6,"24 km WNW of Stanley, Idaho"
2020-08-21T22:55:09.777Z,3.2,"2 km SSE of Detroit Beach, Michigan"
2020-08-21T19:49:34.362Z,2.6,"30 km W of Mentone, Texas"
2020-08-21T08:20:08.360Z,3.6,"15km SSW of Searles Valley, CA"
2020-08-21T06:35:11.590Z,3.05,"27km WSW of Sea Ranch, CA"
2020-08-21T06:05:19.890Z,2.76,"27km WSW of Sea Ranch, CA"
2020-08-21T05:12:05.950Z,2.58,"26 km SSE of West Yellowstone, Montana"
2020-08-21T04:33:05.570Z,3.12,"22km NE of San Ardo, CA"
2020-08-21T03:39:33.240Z,2.83,"6 km WSW of Apache, Oklahoma"
2020-08-21T02:58:59.518Z,2.5,"54 km ENE of San Vicente, Mexico"
2020-08-21T01:29:31.926Z,3,"34 km SE of Mina, Nevada"
2020-08-20T22:56:36.110Z,2.9,"11km NNW of Santa Paula, CA"
2020-08-20T22:40:45.320Z,2.57,"12km E of Ojai, CA"
2020-08-20T22:38:43.220Z,2.74,"2 km S of Ravensdale, Washington"
2020-08-20T14:38:22.750Z,2.85,"89km SSW of Alberto Oviedo Mota, B.C., MX"
2020-08-20T14:26:00.809Z,2.6,"56 km ENE of San Vicente, Mexico"
2020-08-20T13:33:54.428Z,2.5,southern Idaho
2020-08-20T13:23:38.348Z,2.5,"4 km NNW of Stanley, Idaho"
2020-08-20T11:25:49.060Z,2.63,"10km SE of Pinnacles, CA"
2020-08-20T06:21:05.248Z,2.5,"11 km NW of Stanley, Idaho"
2020-08-20T00:48:00.195Z,2.7,"54 km ENE of San Vicente, Mexico"
2020-08-19T23:22:36.070Z,2.92,"36km WSW of Stovepipe Wells, CA"
2020-08-19T20:10:26.362Z,2.9,"13 km W of Stanley, Idaho"
2020-08-19T17:50:53.090Z,2.82,"36km WSW of Stovepipe Wells, CA"
2020-08-19T17:50:22.890Z,2.98,"3km NE of Fontana, CA"
2020-08-19T17:32:11.070Z,4.72,"36km WSW of Stovepipe Wells, CA"
2020-08-19T17:13:46.209Z,2.5,"30 km SSE of Mina, Nevada"
2020-08-19T15:16:12.093Z,2.6,"56 km ENE of San Vicente, Mexico"
